username,date,year,month,projectid,projectname,timelog
user1,2020-07-17,2020,7,9,Project Iota,83
user5,2020-07-17,2020,7,7,Project Eta,23
user6,2020-07-17,2020,7,10,Project Kappa,74
user7,2020-07-17,2020,7,4,Project Delta,33
user8,2020-07-17,2020,7,5,Project Epsilon,167
user12,2020-07-17,2020,7,5,Project Epsilon,46
user13,2020-07-17,2020,7,2,Project Beta,178
user14,2020-07-17,2020,7,1,Project Alpha,97
user15,2020-07-17,2020,7,7,Project Eta,74
user16,2020-07-17,2020,7,5,Project Epsilon,37
user17,2020-07-17,2020,7,8,Project Theta,66
user18,2020-07-17,2020,7,6,Project Zeta,9
user19,2020-07-17,2020,7,4,Project Delta,16
user21,2020-07-17,2020,7,10,Project Kappa,254
user22,2020-07-17,2020,7,8,Project Theta,86
user23,2020-07-17,2020,7,4,Project Delta,163
user25,2020-07-17,2020,7,7,Project Eta,143
user27,2020-07-17,2020,7,3,Project Gamma,70
user29,2020-07-17,2020,7,1,Project Alpha,156
user30,2020-07-17,2020,7,6,Project Zeta,14
user31,2020-07-17,2020,7,6,Project Zeta,15
user32,2020-07-17,2020,7,5,Project Epsilon,54
user35,2020-07-17,2020,7,6,Project Zeta,17
user36,2020-07-17,2020,7,6,Project Zeta,92
user37,2020-07-17,2020,7,1,Project Alpha,117
user41,2020-07-17,2020,7,4,Project Delta,322
user42,2020-07-17,2020,7,6,Project Zeta,16
user44,2020-07-17,2020,7,7,Project Eta,218
user47,2020-07-17,2020,7,4,Project Delta,40
user48,2020-07-17,2020,7,1,Project Alpha,218
user49,2020-07-17,2020,7,1,Project Alpha,239
user50,2020-07-17,2020,7,6,Project Zeta,269
user1,2020-07-18,2020,7,4,Project Delta,167
user3,2020-07-18,2020,7,1,Project Alpha,257
user4,2020-07-18,2020,7,2,Project Beta,121
user5,2020-07-18,2020,7,3,Project Gamma,37
user7,2020-07-18,2020,7,9,Project Iota,123
user9,2020-07-18,2020,7,5,Project Epsilon,31
user10,2020-07-18,2020,7,3,Project Gamma,147
user12,2020-07-18,2020,7,3,Project Gamma,299
user14,2020-07-18,2020,7,10,Project Kappa,240
user15,2020-07-18,2020,7,4,Project Delta,20
user16,2020-07-18,2020,7,2,Project Beta,182
user18,2020-07-18,2020,7,10,Project Kappa,44
user19,2020-07-18,2020,7,8,Project Theta,43
user20,2020-07-18,2020,7,7,Project Eta,31
user21,2020-07-18,2020,7,7,Project Eta,53
user22,2020-07-18,2020,7,1,Project Alpha,31
user23,2020-07-18,2020,7,8,Project Theta,35
user24,2020-07-18,2020,7,7,Project Eta,16
user25,2020-07-18,2020,7,5,Project Epsilon,17
user26,2020-07-18,2020,7,4,Project Delta,324
user29,2020-07-18,2020,7,7,Project Eta,39
user30,2020-07-18,2020,7,5,Project Epsilon,239
user31,2020-07-18,2020,7,2,Project Beta,216
user32,2020-07-18,2020,7,10,Project Kappa,166
user34,2020-07-18,2020,7,8,Project Theta,193
user35,2020-07-18,2020,7,8,Project Theta,168
user36,2020-07-18,2020,7,2,Project Beta,26
user38,2020-07-18,2020,7,9,Project Iota,296
user39,2020-07-18,2020,7,2,Project Beta,53
user41,2020-07-18,2020,7,4,Project Delta,24
user42,2020-07-18,2020,7,9,Project Iota,42
user43,2020-07-18,2020,7,9,Project Iota,91
user44,2020-07-18,2020,7,3,Project Gamma,296
user47,2020-07-18,2020,7,10,Project Kappa,211
user48,2020-07-18,2020,7,2,Project Beta,69
user49,2020-07-18,2020,7,6,Project Zeta,210
user50,2020-07-18,2020,7,8,Project Theta,182
user1,2020-07-19,2020,7,9,Project Iota,251
user2,2020-07-19,2020,7,10,Project Kappa,195
user4,2020-07-19,2020,7,3,Project Gamma,14
user7,2020-07-19,2020,7,1,Project Alpha,176
user8,2020-07-19,2020,7,8,Project Theta,64
user11,2020-07-19,2020,7,9,Project Iota,46
user12,2020-07-19,2020,7,7,Project Eta,12
user13,2020-07-19,2020,7,7,Project Eta,52
user14,2020-07-19,2020,7,6,Project Zeta,23
user15,2020-07-19,2020,7,10,Project Kappa,13
user17,2020-07-19,2020,7,8,Project Theta,253
user18,2020-07-19,2020,7,8,Project Theta,44
user20,2020-07-19,2020,7,10,Project Kappa,27
user22,2020-07-19,2020,7,8,Project Theta,358
user23,2020-07-19,2020,7,2,Project Beta,42
user24,2020-07-19,2020,7,7,Project Eta,184
user25,2020-07-19,2020,7,3,Project Gamma,107
user26,2020-07-19,2020,7,5,Project Epsilon,221
user31,2020-07-19,2020,7,8,Project Theta,203
user32,2020-07-19,2020,7,3,Project Gamma,164
user33,2020-07-19,2020,7,3,Project Gamma,182
user34,2020-07-19,2020,7,8,Project Theta,137
user36,2020-07-19,2020,7,10,Project Kappa,191
user37,2020-07-19,2020,7,8,Project Theta,19
user38,2020-07-19,2020,7,3,Project Gamma,44
user39,2020-07-19,2020,7,6,Project Zeta,39
user40,2020-07-19,2020,7,10,Project Kappa,95
user42,2020-07-19,2020,7,9,Project Iota,165
user44,2020-07-19,2020,7,6,Project Zeta,63
user46,2020-07-19,2020,7,9,Project Iota,23
user48,2020-07-19,2020,7,1,Project Alpha,14
user49,2020-07-19,2020,7,4,Project Delta,21
user50,2020-07-19,2020,7,6,Project Zeta,33
user1,2020-07-20,2020,7,6,Project Zeta,301
user2,2020-07-20,2020,7,2,Project Beta,149
user3,2020-07-20,2020,7,3,Project Gamma,200
user4,2020-07-20,2020,7,2,Project Beta,281
user5,2020-07-20,2020,7,10,Project Kappa,128
user6,2020-07-20,2020,7,10,Project Kappa,118
user7,2020-07-20,2020,7,5,Project Epsilon,85
user8,2020-07-20,2020,7,9,Project Iota,252
user9,2020-07-20,2020,7,8,Project Theta,47
user10,2020-07-20,2020,7,9,Project Iota,12
user11,2020-07-20,2020,7,8,Project Theta,109
user13,2020-07-20,2020,7,6,Project Zeta,284
user14,2020-07-20,2020,7,9,Project Iota,232
user15,2020-07-20,2020,7,8,Project Theta,188
user16,2020-07-20,2020,7,5,Project Epsilon,61
user17,2020-07-20,2020,7,9,Project Iota,198
user18,2020-07-20,2020,7,6,Project Zeta,19
user19,2020-07-20,2020,7,8,Project Theta,190
user21,2020-07-20,2020,7,8,Project Theta,195
user23,2020-07-20,2020,7,5,Project Epsilon,289
user24,2020-07-20,2020,7,4,Project Delta,33
user25,2020-07-20,2020,7,2,Project Beta,257
user27,2020-07-20,2020,7,5,Project Epsilon,38
user28,2020-07-20,2020,7,9,Project Iota,224
user29,2020-07-20,2020,7,1,Project Alpha,14
user30,2020-07-20,2020,7,7,Project Eta,113
user31,2020-07-20,2020,7,4,Project Delta,32
user32,2020-07-20,2020,7,6,Project Zeta,212
user33,2020-07-20,2020,7,7,Project Eta,154
user34,2020-07-20,2020,7,1,Project Alpha,158
user35,2020-07-20,2020,7,7,Project Eta,24
user36,2020-07-20,2020,7,3,Project Gamma,71
user37,2020-07-20,2020,7,3,Project Gamma,37
user38,2020-07-20,2020,7,10,Project Kappa,14
user39,2020-07-20,2020,7,2,Project Beta,316
user41,2020-07-20,2020,7,3,Project Gamma,10
user42,2020-07-20,2020,7,6,Project Zeta,100
user43,2020-07-20,2020,7,8,Project Theta,211
user44,2020-07-20,2020,7,8,Project Theta,106
user46,2020-07-20,2020,7,7,Project Eta,36
user47,2020-07-20,2020,7,7,Project Eta,167
user48,2020-07-20,2020,7,8,Project Theta,267
user49,2020-07-20,2020,7,2,Project Beta,37
user3,2020-07-21,2020,7,8,Project Theta,137
user4,2020-07-21,2020,7,7,Project Eta,122
user5,2020-07-21,2020,7,6,Project Zeta,276
user7,2020-07-21,2020,7,2,Project Beta,30
user8,2020-07-21,2020,7,8,Project Theta,98
user9,2020-07-21,2020,7,4,Project Delta,262
user10,2020-07-21,2020,7,2,Project Beta,41
user12,2020-07-21,2020,7,2,Project Beta,146
user13,2020-07-21,2020,7,5,Project Epsilon,144
user14,2020-07-21,2020,7,8,Project Theta,270
user15,2020-07-21,2020,7,6,Project Zeta,54
user16,2020-07-21,2020,7,10,Project Kappa,82
user17,2020-07-21,2020,7,1,Project Alpha,116
user19,2020-07-21,2020,7,6,Project Zeta,21
user24,2020-07-21,2020,7,2,Project Beta,221
user25,2020-07-21,2020,7,6,Project Zeta,107
user26,2020-07-21,2020,7,1,Project Alpha,276
user27,2020-07-21,2020,7,2,Project Beta,28
user28,2020-07-21,2020,7,7,Project Eta,23
user29,2020-07-21,2020,7,4,Project Delta,186
user30,2020-07-21,2020,7,5,Project Epsilon,29
user32,2020-07-21,2020,7,7,Project Eta,102
user33,2020-07-21,2020,7,8,Project Theta,55
user34,2020-07-21,2020,7,9,Project Iota,19
user35,2020-07-21,2020,7,2,Project Beta,217
user36,2020-07-21,2020,7,9,Project Iota,299
user38,2020-07-21,2020,7,5,Project Epsilon,30
user39,2020-07-21,2020,7,3,Project Gamma,170
user41,2020-07-21,2020,7,5,Project Epsilon,227
user43,2020-07-21,2020,7,8,Project Theta,35
user44,2020-07-21,2020,7,4,Project Delta,238
user46,2020-07-21,2020,7,4,Project Delta,50
user47,2020-07-21,2020,7,1,Project Alpha,49
user49,2020-07-21,2020,7,5,Project Epsilon,32
user50,2020-07-21,2020,7,1,Project Alpha,199
user1,2020-07-22,2020,7,2,Project Beta,166
user4,2020-07-22,2020,7,7,Project Eta,162
user6,2020-07-22,2020,7,4,Project Delta,280
user7,2020-07-22,2020,7,4,Project Delta,77
user10,2020-07-22,2020,7,3,Project Gamma,101
user11,2020-07-22,2020,7,8,Project Theta,242
user12,2020-07-22,2020,7,2,Project Beta,32
user13,2020-07-22,2020,7,3,Project Gamma,18
user17,2020-07-22,2020,7,3,Project Gamma,105
user18,2020-07-22,2020,7,9,Project Iota,10
user20,2020-07-22,2020,7,4,Project Delta,84
user21,2020-07-22,2020,7,10,Project Kappa,201
user22,2020-07-22,2020,7,4,Project Delta,262
user24,2020-07-22,2020,7,3,Project Gamma,85
user25,2020-07-22,2020,7,10,Project Kappa,158
user27,2020-07-22,2020,7,4,Project Delta,216
user28,2020-07-22,2020,7,1,Project Alpha,160
user29,2020-07-22,2020,7,2,Project Beta,85
user30,2020-07-22,2020,7,10,Project Kappa,30
user32,2020-07-22,2020,7,4,Project Delta,48
user33,2020-07-22,2020,7,2,Project Beta,112
user37,2020-07-22,2020,7,5,Project Epsilon,50
user38,2020-07-22,2020,7,8,Project Theta,189
user40,2020-07-22,2020,7,3,Project Gamma,45
user41,2020-07-22,2020,7,6,Project Zeta,74
user43,2020-07-22,2020,7,3,Project Gamma,31
user44,2020-07-22,2020,7,5,Project Epsilon,150
user48,2020-07-22,2020,7,5,Project Epsilon,93
user49,2020-07-22,2020,7,2,Project Beta,14
user50,2020-07-22,2020,7,4,Project Delta,152
user2,2020-07-23,2020,7,4,Project Delta,18
user3,2020-07-23,2020,7,9,Project Iota,110
user4,2020-07-23,2020,7,1,Project Alpha,238
user5,2020-07-23,2020,7,2,Project Beta,80
user6,2020-07-23,2020,7,7,Project Eta,29
user7,2020-07-23,2020,7,10,Project Kappa,63
user8,2020-07-23,2020,7,6,Project Zeta,302
user10,2020-07-23,2020,7,9,Project Iota,123
user13,2020-07-23,2020,7,6,Project Zeta,203
user15,2020-07-23,2020,7,6,Project Zeta,210
user16,2020-07-23,2020,7,9,Project Iota,245
user19,2020-07-23,2020,7,6,Project Zeta,23
user21,2020-07-23,2020,7,4,Project Delta,79
user23,2020-07-23,2020,7,6,Project Zeta,103
user24,2020-07-23,2020,7,7,Project Eta,181
user25,2020-07-23,2020,7,6,Project Zeta,29
user27,2020-07-23,2020,7,3,Project Gamma,133
user35,2020-07-23,2020,7,9,Project Iota,148
user36,2020-07-23,2020,7,10,Project Kappa,200
user37,2020-07-23,2020,7,3,Project Gamma,39
user38,2020-07-23,2020,7,3,Project Gamma,13
user39,2020-07-23,2020,7,4,Project Delta,28
user40,2020-07-23,2020,7,2,Project Beta,305
user41,2020-07-23,2020,7,4,Project Delta,126
user45,2020-07-23,2020,7,3,Project Gamma,25
user46,2020-07-23,2020,7,4,Project Delta,86
user47,2020-07-23,2020,7,10,Project Kappa,40
user48,2020-07-23,2020,7,6,Project Zeta,106
user50,2020-07-23,2020,7,9,Project Iota,75
user2,2020-07-24,2020,7,7,Project Eta,196
user7,2020-07-24,2020,7,2,Project Beta,56
user9,2020-07-24,2020,7,6,Project Zeta,61
user10,2020-07-24,2020,7,2,Project Beta,140
user12,2020-07-24,2020,7,9,Project Iota,10
user13,2020-07-24,2020,7,10,Project Kappa,93
user16,2020-07-24,2020,7,8,Project Theta,29
user18,2020-07-24,2020,7,6,Project Zeta,92
user20,2020-07-24,2020,7,7,Project Eta,117
user22,2020-07-24,2020,7,7,Project Eta,116
user23,2020-07-24,2020,7,10,Project Kappa,12
user24,2020-07-24,2020,7,2,Project Beta,213
user26,2020-07-24,2020,7,10,Project Kappa,37
user28,2020-07-24,2020,7,8,Project Theta,32
user29,2020-07-24,2020,7,6,Project Zeta,20
user30,2020-07-24,2020,7,9,Project Iota,129
user31,2020-07-24,2020,7,6,Project Zeta,14
user32,2020-07-24,2020,7,4,Project Delta,240
user35,2020-07-24,2020,7,1,Project Alpha,13
user36,2020-07-24,2020,7,2,Project Beta,33
user37,2020-07-24,2020,7,6,Project Zeta,143
user38,2020-07-24,2020,7,9,Project Iota,252
user41,2020-07-24,2020,7,8,Project Theta,28
user44,2020-07-24,2020,7,4,Project Delta,120
user46,2020-07-24,2020,7,4,Project Delta,41
user47,2020-07-24,2020,7,2,Project Beta,184
user48,2020-07-24,2020,7,10,Project Kappa,114
user49,2020-07-24,2020,7,9,Project Iota,17
user2,2020-07-25,2020,7,4,Project Delta,39
user3,2020-07-25,2020,7,2,Project Beta,12
user4,2020-07-25,2020,7,4,Project Delta,20
user5,2020-07-25,2020,7,4,Project Delta,242
user6,2020-07-25,2020,7,5,Project Epsilon,87
user7,2020-07-25,2020,7,9,Project Iota,103
user8,2020-07-25,2020,7,5,Project Epsilon,156
user9,2020-07-25,2020,7,9,Project Iota,305
user10,2020-07-25,2020,7,9,Project Iota,34
user11,2020-07-25,2020,7,7,Project Eta,52
user12,2020-07-25,2020,7,9,Project Iota,198
user13,2020-07-25,2020,7,6,Project Zeta,265
user15,2020-07-25,2020,7,3,Project Gamma,278
user16,2020-07-25,2020,7,2,Project Beta,195
user17,2020-07-25,2020,7,7,Project Eta,324
user18,2020-07-25,2020,7,10,Project Kappa,33
user19,2020-07-25,2020,7,8,Project Theta,23
user20,2020-07-25,2020,7,7,Project Eta,18
user21,2020-07-25,2020,7,10,Project Kappa,35
user22,2020-07-25,2020,7,6,Project Zeta,151
user25,2020-07-25,2020,7,2,Project Beta,67
user26,2020-07-25,2020,7,9,Project Iota,48
user27,2020-07-25,2020,7,4,Project Delta,63
user28,2020-07-25,2020,7,10,Project Kappa,11
user31,2020-07-25,2020,7,9,Project Iota,112
user33,2020-07-25,2020,7,1,Project Alpha,28
user34,2020-07-25,2020,7,2,Project Beta,14
user35,2020-07-25,2020,7,1,Project Alpha,139
user37,2020-07-25,2020,7,10,Project Kappa,255
user38,2020-07-25,2020,7,1,Project Alpha,77
user41,2020-07-25,2020,7,7,Project Eta,167
user42,2020-07-25,2020,7,2,Project Beta,34
user45,2020-07-25,2020,7,3,Project Gamma,23
user46,2020-07-25,2020,7,6,Project Zeta,69
user47,2020-07-25,2020,7,6,Project Zeta,57
user48,2020-07-25,2020,7,1,Project Alpha,18
user50,2020-07-25,2020,7,8,Project Theta,206
user1,2020-07-26,2020,7,9,Project Iota,89
user2,2020-07-26,2020,7,6,Project Zeta,21
user3,2020-07-26,2020,7,5,Project Epsilon,37
user4,2020-07-26,2020,7,5,Project Epsilon,223
user5,2020-07-26,2020,7,4,Project Delta,24
user7,2020-07-26,2020,7,9,Project Iota,228
user8,2020-07-26,2020,7,10,Project Kappa,130
user9,2020-07-26,2020,7,4,Project Delta,36
user11,2020-07-26,2020,7,7,Project Eta,199
user12,2020-07-26,2020,7,7,Project Eta,36
user13,2020-07-26,2020,7,8,Project Theta,26
user14,2020-07-26,2020,7,7,Project Eta,127
user16,2020-07-26,2020,7,3,Project Gamma,231
user17,2020-07-26,2020,7,6,Project Zeta,11
user18,2020-07-26,2020,7,9,Project Iota,25
user19,2020-07-26,2020,7,10,Project Kappa,86
user20,2020-07-26,2020,7,10,Project Kappa,188
user22,2020-07-26,2020,7,2,Project Beta,150
user23,2020-07-26,2020,7,5,Project Epsilon,285
user26,2020-07-26,2020,7,7,Project Eta,56
user28,2020-07-26,2020,7,4,Project Delta,43
user29,2020-07-26,2020,7,8,Project Theta,187
user30,2020-07-26,2020,7,2,Project Beta,40
user34,2020-07-26,2020,7,10,Project Kappa,151
user35,2020-07-26,2020,7,6,Project Zeta,70
user36,2020-07-26,2020,7,2,Project Beta,15
user37,2020-07-26,2020,7,5,Project Epsilon,40
user38,2020-07-26,2020,7,10,Project Kappa,27
user39,2020-07-26,2020,7,7,Project Eta,320
user40,2020-07-26,2020,7,7,Project Eta,147
user41,2020-07-26,2020,7,6,Project Zeta,36
user42,2020-07-26,2020,7,4,Project Delta,58
user43,2020-07-26,2020,7,5,Project Epsilon,49
user47,2020-07-26,2020,7,8,Project Theta,229
user48,2020-07-26,2020,7,7,Project Eta,38
user49,2020-07-26,2020,7,10,Project Kappa,62
user1,2020-07-27,2020,7,3,Project Gamma,151
user2,2020-07-27,2020,7,5,Project Epsilon,13
user3,2020-07-27,2020,7,1,Project Alpha,12
user4,2020-07-27,2020,7,3,Project Gamma,65
user5,2020-07-27,2020,7,3,Project Gamma,143
user6,2020-07-27,2020,7,5,Project Epsilon,168
user7,2020-07-27,2020,7,2,Project Beta,260
user10,2020-07-27,2020,7,2,Project Beta,95
user11,2020-07-27,2020,7,2,Project Beta,35
user12,2020-07-27,2020,7,8,Project Theta,197
user14,2020-07-27,2020,7,1,Project Alpha,44
user16,2020-07-27,2020,7,3,Project Gamma,113
user19,2020-07-27,2020,7,7,Project Eta,242
user22,2020-07-27,2020,7,3,Project Gamma,31
user23,2020-07-27,2020,7,7,Project Eta,152
user29,2020-07-27,2020,7,2,Project Beta,48
user32,2020-07-27,2020,7,4,Project Delta,16
user33,2020-07-27,2020,7,10,Project Kappa,94
user34,2020-07-27,2020,7,7,Project Eta,32
user35,2020-07-27,2020,7,7,Project Eta,245
user36,2020-07-27,2020,7,10,Project Kappa,105
user38,2020-07-27,2020,7,8,Project Theta,185
user40,2020-07-27,2020,7,4,Project Delta,134
user41,2020-07-27,2020,7,4,Project Delta,283
user43,2020-07-27,2020,7,9,Project Iota,115
user44,2020-07-27,2020,7,7,Project Eta,46
user45,2020-07-27,2020,7,9,Project Iota,10
user46,2020-07-27,2020,7,10,Project Kappa,202
user47,2020-07-27,2020,7,5,Project Epsilon,145
user48,2020-07-27,2020,7,5,Project Epsilon,122
user49,2020-07-27,2020,7,9,Project Iota,233
user50,2020-07-27,2020,7,2,Project Beta,34
user1,2020-07-28,2020,7,8,Project Theta,210
user3,2020-07-28,2020,7,5,Project Epsilon,15
user5,2020-07-28,2020,7,2,Project Beta,16
user6,2020-07-28,2020,7,2,Project Beta,124
user7,2020-07-28,2020,7,8,Project Theta,21
user11,2020-07-28,2020,7,8,Project Theta,72
user12,2020-07-28,2020,7,6,Project Zeta,16
user13,2020-07-28,2020,7,3,Project Gamma,213
user14,2020-07-28,2020,7,8,Project Theta,128
user17,2020-07-28,2020,7,9,Project Iota,21
user20,2020-07-28,2020,7,6,Project Zeta,112
user22,2020-07-28,2020,7,1,Project Alpha,256
user23,2020-07-28,2020,7,5,Project Epsilon,66
user24,2020-07-28,2020,7,10,Project Kappa,21
user25,2020-07-28,2020,7,2,Project Beta,327
user26,2020-07-28,2020,7,6,Project Zeta,107
user27,2020-07-28,2020,7,1,Project Alpha,118
user28,2020-07-28,2020,7,10,Project Kappa,118
user30,2020-07-28,2020,7,7,Project Eta,73
user31,2020-07-28,2020,7,2,Project Beta,114
user36,2020-07-28,2020,7,1,Project Alpha,25
user37,2020-07-28,2020,7,8,Project Theta,178
user39,2020-07-28,2020,7,10,Project Kappa,135
user40,2020-07-28,2020,7,10,Project Kappa,59
user41,2020-07-28,2020,7,2,Project Beta,287
user42,2020-07-28,2020,7,2,Project Beta,292
user43,2020-07-28,2020,7,3,Project Gamma,28
user44,2020-07-28,2020,7,7,Project Eta,255
user45,2020-07-28,2020,7,1,Project Alpha,251
user47,2020-07-28,2020,7,7,Project Eta,35
user48,2020-07-28,2020,7,2,Project Beta,42
user49,2020-07-28,2020,7,6,Project Zeta,298
user50,2020-07-28,2020,7,8,Project Theta,34
user1,2020-07-29,2020,7,4,Project Delta,258
user3,2020-07-29,2020,7,3,Project Gamma,245
user4,2020-07-29,2020,7,2,Project Beta,183
user5,2020-07-29,2020,7,9,Project Iota,154
user6,2020-07-29,2020,7,10,Project Kappa,221
user7,2020-07-29,2020,7,7,Project Eta,222
user8,2020-07-29,2020,7,6,Project Zeta,16
user10,2020-07-29,2020,7,7,Project Eta,16
user11,2020-07-29,2020,7,2,Project Beta,115
user12,2020-07-29,2020,7,2,Project Beta,84
user13,2020-07-29,2020,7,5,Project Epsilon,222
user15,2020-07-29,2020,7,6,Project Zeta,12
user16,2020-07-29,2020,7,2,Project Beta,166
user17,2020-07-29,2020,7,6,Project Zeta,40
user18,2020-07-29,2020,7,5,Project Epsilon,240
user20,2020-07-29,2020,7,4,Project Delta,40
user21,2020-07-29,2020,7,2,Project Beta,184
user24,2020-07-29,2020,7,8,Project Theta,187
user25,2020-07-29,2020,7,1,Project Alpha,190
user26,2020-07-29,2020,7,8,Project Theta,17
user27,2020-07-29,2020,7,7,Project Eta,54
user28,2020-07-29,2020,7,9,Project Iota,269
user30,2020-07-29,2020,7,4,Project Delta,79
user31,2020-07-29,2020,7,1,Project Alpha,241
user33,2020-07-29,2020,7,2,Project Beta,13
user34,2020-07-29,2020,7,7,Project Eta,9
user35,2020-07-29,2020,7,5,Project Epsilon,147
user36,2020-07-29,2020,7,1,Project Alpha,19
user37,2020-07-29,2020,7,9,Project Iota,147
user38,2020-07-29,2020,7,2,Project Beta,23
user39,2020-07-29,2020,7,8,Project Theta,59
user43,2020-07-29,2020,7,7,Project Eta,24
user44,2020-07-29,2020,7,10,Project Kappa,22
user45,2020-07-29,2020,7,4,Project Delta,45
user49,2020-07-29,2020,7,10,Project Kappa,83
user50,2020-07-29,2020,7,5,Project Epsilon,161
user1,2020-07-30,2020,7,5,Project Epsilon,143
user2,2020-07-30,2020,7,9,Project Iota,221
user3,2020-07-30,2020,7,6,Project Zeta,329
user4,2020-07-30,2020,7,4,Project Delta,171
user5,2020-07-30,2020,7,9,Project Iota,31
user6,2020-07-30,2020,7,6,Project Zeta,299
user8,2020-07-30,2020,7,4,Project Delta,219
user9,2020-07-30,2020,7,7,Project Eta,182
user10,2020-07-30,2020,7,4,Project Delta,135
user11,2020-07-30,2020,7,9,Project Iota,89
user12,2020-07-30,2020,7,1,Project Alpha,51
user13,2020-07-30,2020,7,5,Project Epsilon,189
user14,2020-07-30,2020,7,8,Project Theta,261
user15,2020-07-30,2020,7,4,Project Delta,34
user16,2020-07-30,2020,7,2,Project Beta,117
user17,2020-07-30,2020,7,10,Project Kappa,186
user19,2020-07-30,2020,7,3,Project Gamma,143
user20,2020-07-30,2020,7,3,Project Gamma,117
user21,2020-07-30,2020,7,8,Project Theta,176
user22,2020-07-30,2020,7,6,Project Zeta,101
user23,2020-07-30,2020,7,6,Project Zeta,339
user24,2020-07-30,2020,7,3,Project Gamma,126
user25,2020-07-30,2020,7,5,Project Epsilon,279
user27,2020-07-30,2020,7,8,Project Theta,249
user28,2020-07-30,2020,7,10,Project Kappa,44
user31,2020-07-30,2020,7,4,Project Delta,275
user33,2020-07-30,2020,7,10,Project Kappa,137
user34,2020-07-30,2020,7,8,Project Theta,32
user36,2020-07-30,2020,7,1,Project Alpha,195
user37,2020-07-30,2020,7,2,Project Beta,285
user39,2020-07-30,2020,7,3,Project Gamma,66
user40,2020-07-30,2020,7,1,Project Alpha,105
user41,2020-07-30,2020,7,6,Project Zeta,263
user42,2020-07-30,2020,7,10,Project Kappa,45
user44,2020-07-30,2020,7,8,Project Theta,15
user45,2020-07-30,2020,7,2,Project Beta,130
user47,2020-07-30,2020,7,9,Project Iota,29
user1,2020-07-31,2020,7,6,Project Zeta,250
user3,2020-07-31,2020,7,4,Project Delta,22
user4,2020-07-31,2020,7,5,Project Epsilon,165
user6,2020-07-31,2020,7,6,Project Zeta,138
user7,2020-07-31,2020,7,4,Project Delta,75
user9,2020-07-31,2020,7,6,Project Zeta,250
user10,2020-07-31,2020,7,10,Project Kappa,324
user11,2020-07-31,2020,7,2,Project Beta,98
user15,2020-07-31,2020,7,6,Project Zeta,26
user17,2020-07-31,2020,7,5,Project Epsilon,249
user18,2020-07-31,2020,7,1,Project Alpha,146
user22,2020-07-31,2020,7,5,Project Epsilon,15
user24,2020-07-31,2020,7,3,Project Gamma,38
user25,2020-07-31,2020,7,4,Project Delta,16
user26,2020-07-31,2020,7,8,Project Theta,14
user27,2020-07-31,2020,7,7,Project Eta,212
user29,2020-07-31,2020,7,3,Project Gamma,230
user31,2020-07-31,2020,7,3,Project Gamma,40
user33,2020-07-31,2020,7,1,Project Alpha,121
user34,2020-07-31,2020,7,9,Project Iota,211
user35,2020-07-31,2020,7,8,Project Theta,48
user36,2020-07-31,2020,7,4,Project Delta,94
user37,2020-07-31,2020,7,7,Project Eta,15
user39,2020-07-31,2020,7,10,Project Kappa,132
user40,2020-07-31,2020,7,4,Project Delta,49
user42,2020-07-31,2020,7,9,Project Iota,26
user43,2020-07-31,2020,7,1,Project Alpha,57
user46,2020-07-31,2020,7,5,Project Epsilon,65
user47,2020-07-31,2020,7,5,Project Epsilon,99
user48,2020-07-31,2020,7,10,Project Kappa,107
user49,2020-07-31,2020,7,7,Project Eta,33
user50,2020-07-31,2020,7,8,Project Theta,306
user1,2020-08-01,2020,8,8,Project Theta,64
user4,2020-08-01,2020,8,1,Project Alpha,231
user5,2020-08-01,2020,8,8,Project Theta,45
user6,2020-08-01,2020,8,5,Project Epsilon,241
user10,2020-08-01,2020,8,5,Project Epsilon,186
user11,2020-08-01,2020,8,6,Project Zeta,25
user12,2020-08-01,2020,8,6,Project Zeta,53
user15,2020-08-01,2020,8,3,Project Gamma,109
user16,2020-08-01,2020,8,9,Project Iota,92
user17,2020-08-01,2020,8,2,Project Beta,49
user18,2020-08-01,2020,8,1,Project Alpha,224
user20,2020-08-01,2020,8,8,Project Theta,36
user21,2020-08-01,2020,8,4,Project Delta,293
user22,2020-08-01,2020,8,7,Project Eta,20
user26,2020-08-01,2020,8,10,Project Kappa,257
user27,2020-08-01,2020,8,1,Project Alpha,171
user31,2020-08-01,2020,8,1,Project Alpha,84
user32,2020-08-01,2020,8,4,Project Delta,34
user33,2020-08-01,2020,8,7,Project Eta,96
user34,2020-08-01,2020,8,2,Project Beta,13
user35,2020-08-01,2020,8,3,Project Gamma,144
user36,2020-08-01,2020,8,6,Project Zeta,53
user37,2020-08-01,2020,8,4,Project Delta,80
user38,2020-08-01,2020,8,8,Project Theta,32
user41,2020-08-01,2020,8,4,Project Delta,53
user42,2020-08-01,2020,8,10,Project Kappa,15
user43,2020-08-01,2020,8,4,Project Delta,98
user44,2020-08-01,2020,8,10,Project Kappa,140
user45,2020-08-01,2020,8,9,Project Iota,19
user46,2020-08-01,2020,8,9,Project Iota,315
user48,2020-08-01,2020,8,10,Project Kappa,56
user49,2020-08-01,2020,8,8,Project Theta,110
user50,2020-08-01,2020,8,4,Project Delta,14
user1,2020-08-02,2020,8,3,Project Gamma,33
user3,2020-08-02,2020,8,10,Project Kappa,10
user4,2020-08-02,2020,8,3,Project Gamma,103
user9,2020-08-02,2020,8,6,Project Zeta,103
